Year,PlayerID,TourID,EventID,Event_Code,Host,Location,Game,Buy_In,Total_Entries,Counted_Entries,Entries/Indivdual,Buy_In_Est_Rebuys,Cashed,Won,Points,Place,PGT_Point,Amount_Won,Net
2018,1390,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1391,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1335,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1336,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1389,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1241,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1279,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1251,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1254,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1393,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1388,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1235,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1290,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1264,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1291,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1386,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1308,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1315,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1281,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1282,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1240,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1236,128,249,128249,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1364,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,1,1,327,1,396,660000,610000
2018,1290,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,1,0,231,2,257,429000,379000
2018,1255,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,1,0,189,3,158,264000,214000
2018,1236,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,1,0,164,4,99,165000,115000
2018,1254,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,1,0,146,5,79,132000,82000
2018,1313,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1325,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1283,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1335,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1389,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1241,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1279,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1251,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1278,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1237,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1235,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1263,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1264,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1291,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1315,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1282,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1309,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1297,128,250,128250,PokerGo Studios,"Las Vegas, NV",NLH,50000,33,23,1.435,71700,0,0,0,0,0,0,-50000
2018,1291,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,1,449,1,800,5000000,4700000
2018,1255,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,317,2,600,3000000,2700000
2018,1264,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,259,3,500,2100000,1800000
2018,1394,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,224,4,450,1600000,1300000
2018,1252,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,201,5,400,1200000,900000
2018,1294,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,183,6,270,900000,600000
2018,1297,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,170,7,180,600000,300000
2018,1323,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,1,0,159,8,27,90000,-210000
2018,1313,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1395,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1242,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1244,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1396,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1283,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1284,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1317,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1241,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1279,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1250,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1251,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1303,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1278,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1254,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1237,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1397,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1258,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1235,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1260,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1261,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1263,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1290,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1398,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1399,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1292,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1364,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1307,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1386,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1400,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1314,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1281,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1272,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1282,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1296,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1320,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1310,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1275,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1238,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1236,129,251,129251,PokerGo Studios,"Las Vegas, NV",NLH,300000,48,48,1,300000,0,0,0,0,0,0,-300000
2018,1237,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,1,415,1,193,193200,183200
2018,1389,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,294,2,138,138000,128000
2018,1282,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,240,3,90,89700,79700
2018,1317,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,208,4,69,69000,59000
2018,1404,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,186,5,55,55200,45200
2018,1263,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,170,6,41,41400,31400
2018,1403,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,157,7,35,34500,24500
2018,1402,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,147,8,28,27600,17600
2018,1401,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,131,10,21,20700,10700
2018,1251,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,1,0,138,9,21,20700,10700
2018,1405,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1242,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1302,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1325,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1333,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1334,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1247,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1241,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1250,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1255,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1288,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1406,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1407,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1408,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1409,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1235,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1261,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1290,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1410,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1411,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1339,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1291,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1412,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1327,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1307,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1413,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1414,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1415,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1416,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1281,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1417,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1418,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1296,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1236,130,252,130252,PokerGo Studios,"Las Vegas, NV",NLH,10000,69,44,1.568,15650,0,0,0,0,0,0,-10000
2018,1317,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,1,382,1,240,400000,375000
2018,1410,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,270,2,157,262000,237000
2018,1290,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,220,3,105,175000,150000
2018,1247,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,191,4,75,125000,100000
2018,1264,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,171,5,60,100000,75000
2018,1255,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,156,6,45,75000,50000
2018,1288,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,144,7,38,62500,37500
2018,1251,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,1,0,135,8,30,50000,25000
2018,1419,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1402,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1325,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1245,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1334,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1389,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1241,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1279,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1250,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1237,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1409,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1261,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1263,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1291,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1412,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1307,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1401,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1414,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1420,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1282,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1296,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1240,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1236,130,253,130253,PokerGo Studios,"Las Vegas, NV",NLH,25000,50,31,1.613,40300,0,0,0,0,0,0,-25000
2018,1319,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,1,1,328,1,200,333000,308000
2018,1421,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,1,0,232,2,133,222000,197000
2018,1334,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,1,0,190,3,89,148000,123000
2018,1263,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,1,0,164,4,56,92500,67500
2018,1317,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,1,0,147,5,44,74000,49000
2018,1278,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,1,0,134,6,33,55500,30500
2018,1325,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1245,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1241,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1279,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1251,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1404,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1255,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1237,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1288,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1290,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1264,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1345,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1291,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1422,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1281,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1363,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1296,130,254,130254,PokerGo Studios,"Las Vegas, NV",PLO,25000,37,23,1.609,40200,0,0,0,0,0,0,-25000
2018,1263,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,1,371,1,176,176000,166000
2018,1414,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,262,2,116,115500,105500
2018,1363,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,214,3,77,77000,67000
2018,1243,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,185,4,55,55000,45000
2018,1251,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,166,5,44,44000,34000
2018,1288,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,151,6,33,33000,23000
2018,1421,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,140,7,28,27500,17500
2018,1264,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,1,0,131,8,22,22000,12000
2018,1247,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1317,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1389,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1241,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1423,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1278,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1424,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1403,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
2018,1237,130,255,130255,PokerGo Studios,"Las Vegas, NV",Short Deck,10000,55,30,1.833,18300,0,0,0,0,0,0,-10000
